-1	-1.42117969365376	0.192497730304416
-0.998	-1.44243693046717	0.172048673625913
-0.996	-1.46364224440703	0.151422863570546
-0.994	-1.48479124518717	0.130622111165926
-0.992	-1.50587952574136	0.109648268079707
-0.99	-1.52690266324722	0.0885032265666926
-0.988	-1.54785622015871	0.0671889194080638
-0.986	-1.56873574524707	0.0457073198426502
-0.984	-1.58953677464958	0.0240604414902119
-0.982	-1.61025483292611	0.00225033826672097
-0.98	-1.63088543412285	-0.0197208957084145
-0.978	-1.65142408284301	-0.0418511262132077
-0.976	-1.67186627532407	-0.0641381790320529
-0.974	-1.69220750052122	-0.0865798400728432
-0.972	-1.71244324119671	-0.10917385549224
-0.97	-1.73256897501455	-0.131917931829135
-0.968	-1.75258017564046	-0.154809736146348
-0.966	-1.7724723138464	-0.177846896180545
-0.964	-1.79224085861954	-0.201027000500428
-0.962	-1.81188127827521	-0.224347598673205
-0.96	-1.83138904157338	-0.247806201439345
-0.958	-1.85075961883838	-0.27140028089568
-0.956	-1.86998848308147	-0.295127270686797
-0.954	-1.88907111112584	-0.318984566204799
-0.952	-1.90800298473363	-0.342969524797408
-0.95	-1.92677959173466	-0.367079465984436
-0.948	-1.94539642715642	-0.391311671682622
-0.946	-1.96384899435497	-0.415663386438846
-0.944	-1.98213280614629	-0.440131817671724
-0.942	-2.00024338593781	-0.464714135921591
-0.94	-2.01817626885963	-0.489407475108865
-0.938	-2.03592700289501	-0.514208932800784
-0.936	-2.05349115000994	-0.539115570486548
-0.934	-2.07086428728111	-0.564124413860811
-0.932	-2.08804200802215	-0.589232453115561
-0.93	-2.10501992290759	-0.614436643240352
-0.928	-2.12179366109425	-0.639733904330886
-0.926	-2.13835887133959	-0.665121121905959
-0.924	-2.1547112231167	-0.690595147232689
-0.922	-2.17084640772552	-0.716152797660104
-0.92	-2.18676013939996	-0.74179085696099
-0.918	-2.2024481564104	-0.767506075682036
-0.916	-2.21790622216141	-0.793295171502209
-0.914	-2.2331301262841	-0.819154829599394
-0.912	-2.24811568572287	-0.845081703025214
-0.91	-2.26285874581615	-0.87107241308804
-0.908	-2.27735518137074	-0.897123549744155
-0.906	-2.29160089772944	-0.923231671997043
-0.904	-2.30559183183153	-0.94939330830476
-0.902	-2.31932395326583	-0.975604956995372
-0.9	-2.33279326531593	-1.0018630866904
-0.898	-2.34599580599731	-1.02816413673627
-0.896	-2.35892764908585	-1.05450451764367
-0.894	-2.37158490513763	-1.08088061153487
-0.892	-2.38396372249944	-1.10728877259881
-0.89	-2.39606028830982	-1.13372532755412
-0.888	-2.40787082949026	-1.16018657611977
-0.886	-2.41939161372627	-1.18666879149358
-0.884	-2.43061895043788	-1.21316822083825
