0 0
0.2 0.222702589
0.4 0.428392355
0.6 0.603856091
0.8 0.742100965
1 0.842700793
1.2 0.910313978
1.4 0.952285120
1.6 0.976348383
1.8 0.989090502
2 0.995322265
3 0.999977910
