0	0	9.99999971718069E-10	-9.99999943436138E-19
0.2	2.00141209161231E-10	1.31141684123204E-07	-1.71981012581666E-14
0.4	2.98390756547917E-11	6.84672844530887E-08	-4.68776815000972E-15
0.6	1.55759516395904E-10	9.38494372215715E-08	-8.80769260577874E-15
0.8	4.9444670580101E-11	1.05257808136194E-07	-1.10792037288605E-14
1	4.60366189614092E-11	1.03252410066368E-07	-1.06610580651431E-14
1.2	3.94181864926679E-09	5.75062124585912E-08	-3.29142653706892E-15
1.4	1.44902401189029E-09	1.38268515414985E-07	-1.9116082684477E-14
1.6	4.19920553884623E-09	7.28062898858184E-08	-5.28312251978034E-15
1.8	7.91678389511219E-10	4.81884736558413E-08	-2.3215022386073E-15
2	2.31263492800338E-08	1.25418781138364E-07	-1.51950426312108E-14
3	1.02450905536955E-08	1.51488978028524E-08	-1.24527224187847E-16
